X,Article_link,Taxonomy,Phylum,Class,Order,Family,Genus,Species,Subspecies,Strain,Type_of_metabolism,Text_for_end_products,Major_end_products,Minor_end_products,Text_for_substrates,Substrates_for_end_products
328,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,neworleansense,NA,ATCC 49404;DSM 44679,Other,NA,NA,NA,NA,NA
329,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,neoaurum,NA,ATCC 25795;CCUG 37665;CIP 105387;DSM 44074;JCM 6365;NCTC 10818,Other,NA,NA,NA,NA,NA
330,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,brisbanense,NA,ATCC 49938;CCUG 47584;DSM 44680,Other,NA,NA,NA,NA,NA
331,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,frederiksbergense,NA,DSM 44346;CIP 107205,Other,NA,NA,NA,NA,NA
332,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,fluoranthenivorans,NA,DSM 44556;CIP 108203,Other,NA,NA,NA,NA,NA
333,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,diernhoferi,NA,ATCC 19340;CIP 105384;DSM 43524;JCM 6371,Other,NA,NA,NA,NA,NA
334,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,canariasense,NA,CCUG 47953;CIP 107998,Other,NA,NA,NA,NA,NA
335,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,cosmeticum,NA,ATCC BAA-878;CIP 108170,Other,NA,NA,NA,NA,NA
336,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,mucogenicum,NA,ATCC 49650;CCUG 47451;CIP 105223;DSM 44625;JCM 13575,Other,NA,NA,NA,NA,NA
337,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,aubagnense,NA,CIP 108543;CCUG 50186,Other,NA,NA,NA,NA,NA
338,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,phocaicum,NA,CIP 108542;CCUG 50185,Other,NA,NA,NA,NA,NA
339,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,chelonae,NA,ATCC 35752;CCUG 47445;CIP 104535;DSM 43804;JCM 6388;NCTC 946,Other,NA,NA,NA,NA,NA
340,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,abscessus,NA,ATCC 19977;CCUG 20993;CIP 104536;DSM 44196;JCM 13569;NCTC 13031,Other,NA,NA,NA,NA,NA
341,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,immunogenum,NA,ATCC 700505;CCUG 47286;CIP 106684,Other,NA,NA,NA,NA,NA
342,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,bolletii,NA,CIP 108541;CCUG 50184,Other,NA,NA,NA,NA,NA
343,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,massiliense,NA,CIP 108297;CCUG 48898,Other,NA,NA,NA,NA,NA
344,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,salmoniphilum,NA,ATCC 13758;DSM 43276,Other,NA,NA,NA,NA,NA
345,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,hassiacum,NA,DSM 44199;CCUG 37519;CIP 105218;JCM 12690,Other,NA,NA,NA,NA,NA
346,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,madagascariense,NA,ATCC 49865;CIP 104538;JCM 13574,Other,NA,NA,NA,NA,NA
347,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,moriokaense,NA,ATCC 43059;CCUG 37671;CIP 105393;DSM 44221;JCM 6375,Other,NA,NA,NA,NA,NA
348,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,gadium,NA,ATCC 27726;CCUG 37515;CIP 105388;DSM 44077;JCM 12688;NCTC 10942,Other,NA,NA,NA,NA,NA
349,https://doi.org/10.1002/9781118960608.gbm00029,Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,hodleri,NA,DSM 44183;CIP 104909;JCM 12141,Other,NA,NA,NA,NA,NA
350,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,bronchialis,NA,Tsukamura 3410;ATCC 25592;CCUG 22989;CCUG 34956;CIP 100847;DSM 43247;NBRC 16047;JCM 3198;JCM 3231;LMG 5355;KCC A-0198;NCTC 10667;VKM Ac-956,Other,NA,NA,NA,NA,NA
351,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,aichiensis,NA,Tsukamura E 9028;ATCC 33611;CIP104184;DSM 43978;NBRC 160146;JCM 6046;NRRL B-16934,Other,NA,NA,NA,NA,NA
352,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,alkanivorans,NA,HKI 0136;CIP 106363;DSM 44369;NBRC 16433;JCM 10677,Other,NA,NA,NA,NA,NA
353,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,amarae,NA,SE6;ATCC 27808;CIP 104501;DSM 43376;DSM 43392;DSM 43587;HAMBI 2282;NBRC 15530;JCM 3171;KCC A-0171;NCIMB 11222;NRRL B-8176;NRRL B-16281;VKM Ac-80I,Other,NA,NA,NA,NA,NA
354,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,amicalis,NA,IEGM;CCUG 48822;DSM 44461;KCTC 9899;KCTC 9940;JCM 11271;NBRC 100051,Other,NA,NA,NA,NA,NA
355,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,araii,NA,IFM 10211;DSM 44811;JCM 12131;NBRC 100433,Other,NA,NA,NA,NA,NA
356,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,defluvii,NA,J4;DSM 44981;NCIMB 14149,Other,NA,NA,NA,NA,NA
357,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,desulfuricans,NA,213E;DSM 44462;JCM 11762;NBRC 100010;NCIMB 40816,Other,NA,NA,NA,NA,NA
358,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,effusa,NA,IFM 10200;DSM 44810;JCM 12130;NBRC 100432,Other,NA,NA,NA,NA,NA
359,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,hirsuta,NA,K718a;ATCC 700255;CCUG 38498;CIP 105097;DSM 44140;NBRC 16056;JCM 10105,Other,NA,NA,NA,NA,NA
360,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,hydrophobica,NA,1610/1b;ATCC 700089;CCUG 38497;CIP 104672;DSM 44015;NBRC 16057;JCM 10086,Other,NA,NA,NA,NA,NA
361,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,lacunae,NA,BS2;DSM 45085;JCM 14873;NRRL B-24551,Other,NA,NA,NA,NA,NA
362,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,malaquae,NA,IMMIB WWCC-22;CCUG 53555;DSM 45064;JCM 14874,Other,NA,NA,NA,NA,NA
363,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,namibiensis,NA,NAM-BN063A;DSM 44568;NCIMB 13780,Other,NA,NA,NA,NA,NA
364,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,otitidis,NA,IFM 10032;CCUG 52243;DSM 44809;JCM 12355;NBRC 100426,Other,NA,NA,NA,NA,NA
365,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,paraffinivorans,NA,HD 321;AS 4.1730;DSM 44604;JCM 12461,Other,NA,NA,NA,NA,NA
366,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,polyisoprenivorans,NA,Kd 2;ATCC BAA-14;CIP 106350;DSM 44302;JCM 10675;NBRC 16320,Other,NA,NA,NA,NA,NA
367,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,rhizosphera,NA,141;DSM 44383;IFO 16068;NBRC 16068,Other,NA,NA,NA,NA,NA
368,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,rubripertincta,NA,N4;ATCC 14352;CCUG 34957;CIP 104661;DSM 43197;JCM 3204;LMG 5367;KCC A-0204;NCIMB 9664;NBRC 101908;VKM Ac-1016,Other,NA,NA,NA,NA,NA
369,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,shandongensis,NA,SD29;CGMCC 4.3492;DSM 45094;JCM 13907,Other,NA,NA,NA,NA,NA
370,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,sihwensis,NA,SPR2;DSM 44576;JCM 13435;NRRL B-24155,Other,NA,NA,NA,NA,NA
371,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,sinesedis,NA,J72;DSM 44455;JCM 121126;NCIMB 13802,Other,NA,NA,NA,NA,NA
372,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,soli,NA,CC-AB07;BCRC 16810;DSM 44995,Other,NA,NA,NA,NA,NA
373,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,sputi,NA,ATCC 29627;CCUG 47138;CIP;100849;DSM 43896;IMET 7569;JCM 3228;KCC A-0228;NBRC 16049;NBRC 100414,Other,NA,NA,NA,NA,NA
374,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,terrae,NA,ATCC 25594;CCUG 34959;CIP 104295;DSM 43249;JCM 3206;JCM 3229;LMG 5369;NBRC 100016;NCTC 10669;NRRL B-16283;VKM Ac-1023,Other,NA,NA,NA,NA,NA
375,https://doi.org/10.1002/9781118960608.gbm00030,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,westfalica,NA,Kb2;CCUG 46924;DSM 44215;JCM 11757;NRRL B-24152,Other,NA,NA,NA,NA,NA
376,https://doi.org/10.1002/9781118960608.gbm00031,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Millisia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Millisia,brevis,NA,J81;DSM 44463;JCM 13999;NRRL B-24424,Other,NA,NA,NA,NA,NA
377,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,asteroides,NA,ATCC 19247;CCUG 10073;CIP 104503;DSM 43757;IFO;NBRC;15531;IMET 7547;JCM 3384;NCTC 11293;NRRL B-3828,Other,NA,NA,NA,NA,NA
378,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,abscessus,NA,NA,Other,NA,NA,NA,NA,NA
379,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,acidivorans,NA,CCUG 53410;CIP 109315;DSM 45049;GW4-1778;JCM 14671,Other,NA,NA,NA,NA,NA
380,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,africana,NA,SD 769;ATCC BAA-280;CCUG 46122;DSM 44491;JCM 11438;NBRC 100379;NCTC 13181,Other,NA,NA,NA,NA,NA
381,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,alba,NA,CCTCC AA 001030;DSM 44684;JCM 13373;YIM 30243,Other,NA,NA,NA,NA,NA
382,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,altamirensis,NA,: The Altamira cave;Cantabria;Spain,Other,NA,NA,NA,NA,NA
383,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,amamiensis,NA,DSM 45066;JCM 14877;KCTC 19208;NBRC 102102;TT 00-78,Other,NA,NA,NA,NA,NA
384,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,anaemiae,NA,NA,Other,NA,NA,NA,NA,NA
385,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,aobensis,NA,DSM 44805;IFM 0372;JCM 12352;NBRC 100429,Other,NA,NA,NA,NA,NA
386,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,araoensis,NA,diabetes;emphysema;and radiation pneumonia,Other,NA,NA,NA,NA,NA
387,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,arthritidis,NA,NA,Other,NA,NA,NA,NA,NA
388,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,asiatica,NA,NA,Other,NA,NA,NA,NA,NA
389,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,beijingensis,NA,NA,Other,NA,NA,NA,NA,NA
390,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,blacklockiae,NA,ATCC 700035;DSM 45135,Other,NA,NA,NA,NA,NA
391,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,brasiliensis,NA,ATCC 19296;CCUG 10098;CIP 104502;DSM 43758;JCM 3374;IFO;NBRC;14402;NCTC 11294;VKM Ac-863,Other,NA,NA,NA,NA,NA
392,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,caishijiensis,NA,Anshii Province;China,Other,NA,NA,NA,NA,NA
393,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,callitridis,NA,Callistris preisii,Other,NA,NA,NA,NA,NA
394,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,carnea,NA,ATCC 6847;CCUG 48177;CIP 104509;DSM 43397;IFO;NRBC;14403;IMET 7504;JCM 3375;NCTC 3527;NRRL B-1336;NRRL WC-3809;VKM Ac-814,Other,NA,NA,NA,NA,NA
395,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,cerradoensis,NA,: cerrado soil in Brazil,Other,NA,NA,NA,NA,NA
396,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,concava,NA,DSM 44804;IFM 0354;JCM 12351;NBRC 100430,Other,NA,NA,NA,NA,NA
397,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,coubleae,NA,CIP 108996;DSM 44960;JCM 15318;OFN N12,Other,NA,NA,NA,NA,NA
398,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,crassostreae,NA,ATCC 700418;CIP 105895;DSM 44597;JCM 10500;NBRC 100342;NB4H,Other,NA,NA,NA,NA,NA
399,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,cummidelens,NA,CCUG 46121;CCUG 46295;CIP 10725;DSM 44490;JCM 11439;NBRC 100378;NCIMB 13758;R89,Other,NA,NA,NA,NA,NA
400,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,cyriacigeorgica,NA,NA,Other,NA,NA,NA,NA,NA
401,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,elegans,NA,CCUG 50200;CIP 108553;IMMIB N-402;JCM 13374,Other,NA,NA,NA,NA,NA
402,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,exalbida,NA,NA,Other,NA,NA,NA,NA,NA
403,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,farcinica,NA,ATCC 3318;CCUG 10109;CCUG 27778;CCUG 48656;CIP104775;DSM 43665;IEGM 621;IFO;NBRC;15532;JCM 3088;NCTC 11134;NRRL B-2089,Other,NA,NA,NA,NA,NA
404,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,flavorosea,NA,China,Other,NA,NA,NA,NA,NA
405,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,fluminea,NA,CCUG 46120;CCUG 46296;CIP 107226;DSM 44489;JCM 11440;NBRC 100377;NCIMB 13759;S1,Other,NA,NA,NA,NA,NA
406,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,gamkensis,NA,CZH20;DSM 44956;JCM 14299;NRRL B-24450,Other,NA,NA,NA,NA,NA
407,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,harenae,NA,Republic of Korea,Other,NA,NA,NA,NA,NA
408,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,higoensis,NA,NA,Other,NA,NA,NA,NA,NA
409,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,ignorata,NA,CCUG 48296;DSM 44496;IMMIB R-1434;JCM 11764;NRRL B-24141,Other,NA,NA,NA,NA,NA
410,https://doi.org/10.1002/9781118960608.gbm00032,Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,inohanensis,NA,: clinical material in Mexico,Other,NA,NA,NA,NA,NA
